tourney_year_id,Classification
2002-316,ATP 250
2002-314,ATP 250
2002-315,ATP 250
2002-317,ATP 250
2002-321,ATP 250
2002-439,ATP 250
2002-319,ATP 500
2002-423,ATP 250
2002-475,ATP 250
2002-421,ATP Masters 1000
2002-422,ATP Masters 1000
2002-419,ATP 500
2002-418,ATP 500
2002-441,ATP 250
2002-560,Grand Slam
2002-773,ATP 250
2002-533,ATP 250
2002-73,ATP 250
2002-336,ATP 250
2002-325,ATP 250
2002-438,ATP 250
2002-329,ATP 500
2002-7309,ATP 250
2002-337,ATP 500
2002-1536,ATP Masters 1000
2002-328,ATP 250
2002-568,ATP 250
2002-429,ATP 250
2002-352,ATP Masters 1000
2002-605,Finals
2003-7308,ATP 250
2003-891,ATP 250
2003-451,ATP 250
2003-301,ATP 250
2003-338,ATP 250
2003-580,Grand Slam
2003-408,ATP 250
2003-496,ATP 250
2003-424,ATP 250
2003-505,ATP 250
2003-506,ATP 250
2003-402,ATP 500
2003-407,ATP 500
2003-807,ATP 500
2003-481,ATP 250
2003-495,ATP 500
2003-499,ATP 250
2003-433,ATP 250
2003-404,ATP Masters 1000
2003-403,ATP Masters 1000
2003-360,ATP 250
2003-468,ATP 250
2003-410,ATP Masters 1000
2003-425,ATP 500
2003-717,ATP 250
2003-308,ATP 250
2003-573,ATP 250
2003-416,ATP Masters 1000
2003-414,ATP Masters 1000
2003-615,ATP 250
2003-306,ATP 250
2003-520,Grand Slam
2003-500,ATP 250
2003-311,ATP 250
2003-741,ATP 250
2003-440,ATP 250
2003-540,Grand Slam
2003-316,ATP 250
2003-314,ATP 250
2003-315,ATP 250
2003-317,ATP 250
2003-321,ATP 500
2003-419,ATP 250
2003-319,ATP 500
2003-439,ATP 250
2003-423,ATP 250
2003-475,ATP 250
2003-418,ATP 250
2003-421,ATP Masters 1000
2003-422,ATP Masters 1000
2003-441,ATP 250
2003-560,Grand Slam
2003-773,ATP 250
2003-533,ATP 250
2003-1720,ATP 250
2003-325,ATP 250
2003-890,ATP 250
2003-341,ATP 250
2003-438,ATP 250
2003-329,ATP 500
2003-7309,ATP 250
2003-337,ATP 500
2003-1536,ATP Masters 1000
2003-328,ATP 250
2003-568,ATP 250
2003-429,ATP 250
2003-352,ATP Masters 1000
2003-605,Finals
2004-7308,ATP 250
2004-891,ATP 250
2004-451,ATP 250
2004-301,ATP 250
2004-338,ATP 250
2004-580,Grand Slam
2004-408,ATP 250
2004-424,ATP 250
2004-505,ATP 250
2004-506,ATP 250
2004-402,ATP 500
2004-407,ATP 500
2004-496,ATP 250
2004-533,ATP 250
2004-807,ATP 500
2004-495,ATP 500
2004-433,ATP 250
2004-404,ATP Masters 1000
2004-403,ATP Masters 1000
2004-468,ATP 250
2004-717,ATP 250
2004-573,ATP 250
2004-410,ATP Masters 1000
2004-425,ATP 500
2004-308,ATP 250
2004-416,ATP Masters 1000
2004-414,ATP Masters 1000
2004-360,ATP 250
2004-615,ATP 250
2004-306,ATP 250
2004-520,Grand Slam
2004-500,ATP 250
2004-311,ATP 250
2004-741,ATP 250
2004-440,ATP 250
2004-540,Grand Slam
2004-316,ATP 250
2004-314,ATP 250
2004-315,ATP 250
2004-317,ATP 250
2004-423,ATP 250
2004-321,ATP 500
2004-419,ATP 250
2004-319,ATP 500
2004-439,ATP 250
2004-421,ATP Masters 1000
2004-422,ATP Masters 1000
2004-475,ATP 250
2004-96,Olympics
2004-418,ATP 250
2004-441,ATP 250
2004-560,Grand Slam
2004-747,ATP 250
2004-773,ATP 250
2004-499,ATP 250
2004-1720,ATP 250
2004-325,ATP 250
2004-890,ATP 250
2004-7309,ATP 250
2004-329,ATP 500
2004-341,ATP 250
2004-438,ATP 250
2004-337,ATP 500
2004-1536,ATP Masters 1000
2004-328,ATP 250
2004-568,ATP 250
2004-429,ATP 250
2004-352,ATP Masters 1000
2004-605,Finals
2005-7308,ATP 250
2005-891,ATP 250
2005-451,ATP 250
2005-301,ATP 250
2005-338,ATP 250
2005-580,Grand Slam
2005-499,ATP 250
2005-408,ATP 250
2005-505,ATP 250
2005-506,ATP 250
2005-496,ATP 250
2005-424,ATP 250
2005-402,ATP 500
2005-407,ATP 500
2005-533,ATP 250
2005-807,ATP 500
2005-495,ATP 500
2005-433,ATP 250
2005-404,ATP Masters 1000
2005-403,ATP Masters 1000
2005-360,ATP 250
2005-573,ATP 250
2005-410,ATP Masters 1000
2005-425,ATP 500
2005-717,ATP 250
2005-468,ATP 250
2005-308,ATP 250
2005-416,ATP Masters 1000
2005-414,ATP Masters 1000
2005-615,ATP 250
2005-306,ATP 250
2005-520,Grand Slam
2005-500,ATP 250
2005-311,ATP 250
2005-741,ATP 250
2005-440,ATP 250
2005-540,Grand Slam
2005-316,ATP 250
2005-314,ATP 250
2005-315,ATP 250
2005-317,ATP 250
2005-419,ATP 250
2005-321,ATP 500
2005-319,ATP 500
2005-423,ATP 250
2005-439,ATP 250
2005-475,ATP 250
2005-418,ATP 250
2005-421,ATP Masters 1000
2005-422,ATP Masters 1000
2005-3348,ATP 250
2005-560,Grand Slam
2005-747,ATP 250
2005-773,ATP 250
2005-1720,ATP 250
2005-890,ATP 250
2005-325,ATP 250
2005-341,ATP 250
2005-329,ATP 500
2005-438,ATP 250
2005-429,ATP 250
2005-337,ATP 500
2005-1536,ATP Masters 1000
2005-328,ATP 250
2005-7309,ATP 250
2005-568,ATP 250
2005-352,ATP Masters 1000
2005-605,Finals
2006-7308,ATP 250
2006-891,ATP 250
2006-451,ATP 250
2006-301,ATP 250
2006-338,ATP 250
2006-580,Grand Slam
2006-499,ATP 250
2006-505,ATP 250
2006-2276,ATP 250
2006-506,ATP 250
2006-496,ATP 250
2006-424,ATP 250
2006-402,ATP 500
2006-407,ATP 500
2006-533,ATP 250
2006-807,ATP 500
2006-495,ATP 500
2006-433,ATP 250
2006-404,ATP Masters 1000
2006-403,ATP Masters 1000
2006-717,ATP 250
2006-573,ATP 250
2006-410,ATP Masters 1000
2006-425,ATP 500
2006-360,ATP 250
2006-468,ATP 250
2006-308,ATP 250
2006-416,ATP Masters 1000
2006-414,ATP Masters 1000
2006-615,ATP 250
2006-306,ATP 250
2006-520,Grand Slam
2006-500,ATP 250
2006-311,ATP 250
2006-741,ATP 250
2006-440,ATP 250
2006-540,Grand Slam
2006-316,ATP 250
2006-314,ATP 250
2006-315,ATP 250
2006-317,ATP 250
2006-419,ATP 250
2006-321,ATP 500
2006-319,ATP 500
2006-423,ATP 250
2006-439,ATP 250
2006-475,ATP 250
2006-418,ATP 250
2006-421,ATP Masters 1000
2006-422,ATP Masters 1000
2006-3348,ATP 250
2006-560,Grand Slam
2006-747,ATP 250
2006-773,ATP 250
2006-1720,ATP 250
2006-3465,ATP 250
2006-325,ATP 250
2006-341,ATP 250
2006-329,ATP 500
2006-438,ATP 250
2006-429,ATP 250
2006-337,ATP 500
2006-1536,ATP Masters 1000
2006-328,ATP 250
2006-7309,ATP 250
2006-568,ATP 250
2006-352,ATP Masters 1000
2006-605,Finals
2007-7308,ATP 250
2007-891,ATP 250
2007-451,ATP 250
2007-301,ATP 250
2007-338,ATP 250
2007-580,Grand Slam
2007-499,ATP 250
2007-505,ATP 250
2007-2276,ATP 250
2007-496,ATP 250
2007-424,ATP 250
2007-533,ATP 250
2007-506,ATP 250
2007-402,ATP 500
2007-407,ATP 500
2007-807,ATP 500
2007-495,ATP 500
2007-433,ATP 250
2007-404,ATP Masters 1000
2007-403,ATP Masters 1000
2007-717,ATP 250
2007-573,ATP 250
2007-410,ATP Masters 1000
2007-425,ATP 500
2007-360,ATP 250
2007-468,ATP 250
2007-308,ATP 250
2007-416,ATP Masters 1000
2007-414,ATP Masters 1000
2007-615,ATP 250
2007-306,ATP 250
2007-520,Grand Slam
2007-500,ATP 250
2007-311,ATP 250
2007-440,ATP 250
2007-741,ATP 250
2007-540,Grand Slam
2007-316,ATP 250
2007-314,ATP 250
2007-315,ATP 250
2007-317,ATP 250
2007-423,ATP 250
2007-321,ATP 500
2007-419,ATP 250
2007-319,ATP 500
2007-439,ATP 250
2007-418,ATP 250
2007-475,ATP 250
2007-421,ATP Masters 1000
2007-422,ATP Masters 1000
2007-3348,ATP 250
2007-560,Grand Slam
2007-747,ATP 250
2007-773,ATP 250
2007-1720,ATP 250
2007-3465,ATP 250
2007-341,ATP 250
2007-329,ATP 500
2007-429,ATP 250
2007-337,ATP 500
2007-438,ATP 250
2007-1536,ATP Masters 1000
2007-328,ATP 250
2007-7309,ATP 250
2007-568,ATP 250
2007-352,ATP Masters 1000
2007-605,Finals
2008-7308,ATP 250
2008-891,ATP 250
2008-451,ATP 250
2008-301,ATP 250
2008-338,ATP 250
2008-580,Grand Slam
2008-505,ATP 250
2008-499,ATP 250
2008-496,ATP 250
2008-533,ATP 250
2008-506,ATP 250
2008-407,ATP 500
2008-424,ATP 250
2008-807,ATP 500
2008-402,ATP 500
2008-2276,ATP 250
2008-495,ATP 500
2008-433,ATP 250
2008-404,ATP Masters 1000
2008-403,ATP Masters 1000
2008-468,ATP 250
2008-717,ATP 250
2008-573,ATP 250
2008-410,ATP Masters 1000
2008-425,ATP 500
2008-308,ATP 250
2008-416,ATP Masters 1000
2008-414,ATP Masters 1000
2008-360,ATP 250
2008-615,ATP 250
2008-306,ATP 250
2008-520,Grand Slam
2008-500,ATP 250
2008-311,ATP 250
2008-475,ATP 250
2008-440,ATP 250
2008-741,ATP 250
2008-540,Grand Slam
2008-316,ATP 250
2008-314,ATP 250
2008-315,ATP 250
2008-321,ATP 500
2008-317,ATP 250
2008-419,ATP 250
2008-319,ATP 500
2008-439,ATP 250
2008-421,ATP Masters 1000
2008-422,ATP Masters 1000
2008-423,ATP 250
2008-418,ATP 250
2008-96,Olympics
2008-3348,ATP 250
2008-560,Grand Slam
2008-773,ATP 250
2008-1720,ATP 250
2008-747,ATP 250
2008-341,ATP 250
2008-329,ATP 500
2008-438,ATP 250
2008-429,ATP 250
2008-337,ATP 500
2008-1536,ATP Masters 1000
2008-328,ATP 250
2008-7309,ATP 250
2008-568,ATP 250
2008-352,ATP Masters 1000
2008-605,Finals
2009-339,ATP 250
2009-891,ATP 250
2009-451,ATP 250
2009-301,ATP 250
2009-338,ATP 250
2009-580,Grand Slam
2009-5012,ATP 250
2009-505,ATP 250
2009-2276,ATP 250
2009-407,ATP 500
2009-424,ATP 250
2009-533,ATP 250
2009-506,ATP 250
2009-496,ATP 250
2009-402,ATP 500
2009-807,ATP 500
2009-499,ATP 250
2009-495,ATP 500
2009-404,ATP Masters 1000
2009-403,ATP Masters 1000
2009-360,ATP 250
2009-717,ATP 250
2009-410,ATP Masters 1000
2009-425,ATP 500
2009-416,ATP Masters 1000
2009-468,ATP 250
2009-308,ATP 250
2009-5053,ATP 250
2009-1536,ATP Masters 1000
2009-615,ATP 250
2009-306,ATP 250
2009-520,Grand Slam
2009-500,ATP 250
2009-311,ATP 250
2009-741,ATP 250
2009-440,ATP 250
2009-540,Grand Slam
2009-315,ATP 250
2009-316,ATP 250
2009-321,ATP 250
2009-414,ATP 500
2009-419,ATP 250
2009-314,ATP 250
2009-423,ATP 250
2009-439,ATP 250
2009-418,ATP 500
2009-421,ATP Masters 1000
2009-422,ATP Masters 1000
2009-3348,ATP 250
2009-560,Grand Slam
2009-773,ATP 250
2009-341,ATP 250
2009-1720,ATP 250
2009-6003,ATP 250
2009-747,ATP 500
2009-329,ATP 500
2009-5014,ATP Masters 1000
2009-438,ATP 250
2009-429,ATP 250
2009-568,ATP 250
2009-7309,ATP 250
2009-337,ATP 250
2009-328,ATP 500
2009-573,ATP 500
2009-352,ATP Masters 1000
2009-605,Finals
2010-339,ATP 250
2010-891,ATP 250
2010-451,ATP 250
2010-301,ATP 250
2010-338,ATP 250
2010-580,Grand Slam
2010-5012,ATP 250
2010-505,ATP 250
2010-2276,ATP 250
2010-407,ATP 500
2010-424,ATP 250
2010-533,ATP 250
2010-506,ATP 250
2010-496,ATP 250
2010-402,ATP 500
2010-807,ATP 500
2010-499,ATP 250
2010-495,ATP 500
2010-404,ATP Masters 1000
2010-403,ATP Masters 1000
2010-360,ATP 250
2010-717,ATP 250
2010-410,ATP Masters 1000
2010-425,ATP 500
2010-416,ATP Masters 1000
2010-308,ATP 250
2010-5053,ATP 250
2010-468,ATP 250
2010-1536,ATP Masters 1000
2010-615,ATP 250
2010-,ATP 250
2010-520,Grand Slam
2010-500,ATP 250
2010-311,ATP 250
2010-741,ATP 250
2010-440,ATP 250
2010-540,Grand Slam
2010-315,ATP 250
2010-316,ATP 250
2010-321,ATP 250
2010-6116,ATP 250
2010-414,ATP 500
2010-314,ATP 250
2010-423,ATP 250
2010-439,ATP 250
2010-418,ATP 500
2010-421,ATP Masters 1000
2010-422,ATP Masters 1000
2010-3348,ATP 250
2010-560,Grand Slam
2010-773,ATP 250
2010-341,ATP 250
2010-1720,ATP 250
2010-6003,ATP 250
2010-747,ATP 500
2010-329,ATP 500
2010-5014,ATP Masters 1000
2010-438,ATP 250
2010-429,ATP 250
2010-375,ATP 250
2010-568,ATP 250
2010-337,ATP 250
2010-573,ATP 500
2010-328,ATP 500
2010-352,ATP Masters 1000
2010-605,Finals
2011-339,ATP 250
2011-891,ATP 250
2011-451,ATP 250
2011-301,ATP 250
2011-338,ATP 250
2011-580,Grand Slam
2011-5012,ATP 250
2011-505,ATP 250
2011-2276,ATP 250
2011-407,ATP 500
2011-424,ATP 250
2011-533,ATP 250
2011-506,ATP 250
2011-496,ATP 250
2011-402,ATP 500
2011-807,ATP 500
2011-499,ATP 250
2011-495,ATP 500
2011-404,ATP Masters 1000
2011-403,ATP Masters 1000
2011-360,ATP 250
2011-717,ATP 250
2011-410,ATP Masters 1000
2011-425,ATP 500
2011-308,ATP 250
2011-5053,ATP 250
2011-468,ATP 250
2011-1536,ATP Masters 1000
2011-416,ATP Masters 1000
2011-615,ATP 250
2011-,ATP 250
2011-520,Grand Slam
2011-500,ATP 250
2011-311,ATP 250
2011-741,ATP 250
2011-440,ATP 250
2011-540,Grand Slam
2011-315,ATP 250
2011-316,ATP 250
2011-321,ATP 250
2011-6116,ATP 250
2011-414,ATP 500
2011-314,ATP 250
2011-423,ATP 250
2011-439,ATP 250
2011-319,ATP 250
2011-418,ATP 500
2011-421,ATP Masters 1000
2011-422,ATP Masters 1000
2011-6242,ATP 250
2011-560,Grand Slam
2011-773,ATP 250
2011-341,ATP 250
2011-1720,ATP 250
2011-6003,ATP 250
2011-747,ATP 500
2011-329,ATP 500
2011-5014,ATP Masters 1000
2011-438,ATP 250
2011-429,ATP 250
2011-568,ATP 250
2011-337,ATP 250
2011-328,ATP 500
2011-573,ATP 500
2011-352,ATP Masters 1000
2011-605,Finals
2012-339,ATP 250
2012-891,ATP 250
2012-451,ATP 250
2012-301,ATP 250
2012-338,ATP 250
2012-580,Grand Slam
2012-375,ATP 250
2012-505,ATP 250
2012-2276,ATP 250
2012-407,ATP 500
2012-424,ATP 250
2012-533,ATP 250
2012-506,ATP 250
2012-496,ATP 250
2012-402,ATP 500
2012-807,ATP 500
2012-499,ATP 250
2012-495,ATP 500
2012-404,ATP Masters 1000
2012-403,ATP Masters 1000
2012-360,ATP 250
2012-717,ATP 250
2012-410,ATP Masters 1000
2012-425,ATP 500
2012-773,ATP 250
2012-5053,ATP 250
2012-468,ATP 250
2012-308,ATP 250
2012-1536,ATP Masters 1000
2012-416,ATP Masters 1000
2012-615,ATP 250
2012-,ATP 250
2012-520,Grand Slam
2012-500,ATP 250
2012-311,ATP 250
2012-440,ATP 250
2012-741,ATP 250
2012-540,Grand Slam
2012-316,ATP 250
2012-315,ATP 250
2012-321,ATP 250
2012-439,ATP 250
2012-6116,ATP 250
2012-314,ATP 250
2012-414,ATP 500
2012-319,ATP 250
2012-423,ATP 250
2012-96,Olympics
2012-418,ATP 500
2012-421,ATP Masters 1000
2012-422,ATP Masters 1000
2012-6242,ATP 250
2012-560,Grand Slam
2012-341,ATP 250
2012-568,ATP 250
2012-1720,ATP 250
2012-6003,ATP 250
2012-747,ATP 500
2012-329,ATP 500
2012-5014,ATP Masters 1000
2012-438,ATP 250
2012-429,ATP 250
2012-337,ATP 250
2012-573,ATP 500
2012-328,ATP 500
2012-352,ATP Masters 1000
2012-605,Finals
2013-339,ATP 250
2013-891,ATP 250
2013-451,ATP 250
2013-301,ATP 250
2013-338,ATP 250
2013-580,Grand Slam
2013-375,ATP 250
2013-505,ATP 250
2013-2276,ATP 250
2013-407,ATP 500
2013-424,ATP 250
2013-533,ATP 250
2013-506,ATP 250
2013-496,ATP 250
2013-402,ATP 500
2013-807,ATP 500
2013-499,ATP 250
2013-495,ATP 500
2013-404,ATP Masters 1000
2013-403,ATP Masters 1000
2013-360,ATP 250
2013-717,ATP 250
2013-410,ATP Masters 1000
2013-425,ATP 500
2013-773,ATP 250
2013-308,ATP 250
2013-468,ATP 250
2013-1536,ATP Masters 1000
2013-416,ATP Masters 1000
2013-6710,ATP 250
2013-,ATP 250
2013-520,Grand Slam
2013-500,ATP 250
2013-311,ATP 250
2013-440,ATP 250
2013-741,ATP 250
2013-540,Grand Slam
2013-316,ATP 250
2013-315,ATP 250
2013-321,ATP 250
2013-6718,ATP 250
2013-414,ATP 500
2013-6116,ATP 250
2013-314,ATP 250
2013-439,ATP 250
2013-319,ATP 250
2013-418,ATP 500
2013-421,ATP Masters 1000
2013-422,ATP Masters 1000
2013-6242,ATP 250
2013-560,Grand Slam
2013-341,ATP 250
2013-568,ATP 250
2013-1720,ATP 250
2013-6003,ATP 250
2013-747,ATP 500
2013-329,ATP 500
2013-5014,ATP Masters 1000
2013-438,ATP 250
2013-429,ATP 250
2013-337,ATP 250
2013-328,ATP 500
2013-573,ATP 500
2013-352,ATP Masters 1000
2013-605,Finals
2014-339,ATP 250
2014-891,ATP 250
2014-451,ATP 250
2014-301,ATP 250
2014-338,ATP 250
2014-580,Grand Slam
2014-375,ATP 250
2014-505,ATP 250
2014-2276,ATP 250
2014-506,ATP 250
2014-402,ATP 250
2014-407,ATP 500
2014-499,ATP 250
2014-496,ATP 250
2014-6932,ATP 500
2014-807,ATP 500
2014-495,ATP 500
2014-533,ATP 250
2014-404,ATP Masters 1000
2014-403,ATP Masters 1000
2014-360,ATP 250
2014-717,ATP 250
2014-410,ATP Masters 1000
2014-425,ATP 500
2014-773,ATP 250
2014-308,ATP 250
2014-468,ATP 250
2014-1536,ATP Masters 1000
2014-416,ATP Masters 1000
2014-6710,ATP 250
2014-,ATP 250
2014-520,Grand Slam
2014-500,ATP 250
2014-311,ATP 250
2014-440,ATP 250
2014-741,ATP 250
2014-540,Grand Slam
2014-316,ATP 250
2014-315,ATP 250
2014-321,ATP 250
2014-6718,ATP 250
2014-414,ATP 500
2014-6116,ATP 250
2014-314,ATP 250
2014-439,ATP 250
2014-319,ATP 250
2014-418,ATP 500
2014-421,ATP Masters 1000
2014-422,ATP Masters 1000
2014-6242,ATP 250
2014-560,Grand Slam
2014-341,ATP 250
2014-6003,ATP 250
2014-6967,ATP 250
2014-747,ATP 500
2014-329,ATP 500
2014-5014,ATP Masters 1000
2014-438,ATP 250
2014-429,ATP 250
2014-337,ATP 250
2014-328,ATP 500
2014-573,ATP 500
2014-352,ATP Masters 1000
2014-605,Finals
2015-339,ATP 250
2015-891,ATP 250
2015-451,ATP 250
2015-338,ATP 250
2015-301,ATP 250
2015-580,Grand Slam
2015-375,ATP 250
2015-7161,ATP 250
2015-2276,ATP 250
2015-402,ATP 250
2015-407,ATP 500
2015-533,ATP 250
2015-499,ATP 250
2015-496,ATP 250
2015-6932,ATP 500
2015-807,ATP 500
2015-506,ATP 250
2015-495,ATP 500
2015-404,ATP Masters 1000
2015-403,ATP Masters 1000
2015-360,ATP 250
2015-717,ATP 250
2015-410,ATP Masters 1000
2015-425,ATP 500
2015-773,ATP 250
2015-7290,ATP 250
2015-7163,ATP 250
2015-308,ATP 250
2015-1536,ATP Masters 1000
2015-416,ATP Masters 1000
2015-322,ATP 250
2015-,ATP 250
2015-520,Grand Slam
2015-440,ATP 250
2015-321,ATP 250
2015-500,ATP 500
2015-311,ATP 500
2015-741,ATP 250
2015-540,Grand Slam
2015-315,ATP 250
2015-316,ATP 250
2015-6718,ATP 250
2015-439,ATP 250
2015-6116,ATP 250
2015-314,ATP 250
2015-414,ATP 500
2015-319,ATP 250
2015-418,ATP 500
2015-421,ATP Masters 1000
2015-422,ATP Masters 1000
2015-6242,ATP 250
2015-560,Grand Slam
2015-341,ATP 250
2015-568,ATP 250
2015-6003,ATP 250
2015-6967,ATP 250
2015-747,ATP 500
2015-329,ATP 500
2015-5014,ATP Masters 1000
2015-438,ATP 250
2015-429,ATP 250
2015-337,ATP 500
2015-328,ATP 500
2015-573,ATP 250
2015-352,ATP Masters 1000
2015-605,Finals
2016-339,ATP 250
2016-891,ATP 250
2016-451,ATP 250
2016-301,ATP 250
2016-338,ATP 250
2016-580,Grand Slam
2016-375,ATP 250
2016-7161,ATP 250
2016-7434,ATP 250
2016-506,ATP 250
2016-402,ATP 250
2016-407,ATP 500
2016-499,ATP 250
2016-496,ATP 250
2016-6932,ATP 500
2016-807,ATP 500
2016-495,ATP 500
2016-533,ATP 250
2016-404,ATP Masters 1000
2016-403,ATP Masters 1000
2016-717,ATP 250
2016-360,ATP 250
2016-410,ATP Masters 1000
2016-425,ATP 500
2016-773,ATP 250
2016-7290,ATP 250
2016-7163,ATP 250
2016-308,ATP 250
2016-1536,ATP Masters 1000
2016-416,ATP Masters 1000
2016-322,ATP 250
2016-,ATP 250
2016-520,Grand Slam
2016-440,ATP 250
2016-321,ATP 250
2016-500,ATP 500
2016-311,ATP 500
2016-741,ATP 250
2016-540,Grand Slam
2016-316,ATP 250
2016-414,ATP 500
2016-315,ATP 250
2016-314,ATP 250
2016-319,ATP 250
2016-439,ATP 250
2016-418,ATP 500
2016-421,ATP Masters 1000
2016-6116,ATP 250
2016-96,Olympics
2016-7480,ATP 250
2016-422,ATP Masters 1000
2016-6242,ATP 250
2016-560,Grand Slam
2016-341,ATP 250
2016-568,ATP 250
2016-7581,ATP 250
2016-6967,ATP 250
2016-747,ATP 500
2016-329,ATP 500
2016-5014,ATP Masters 1000
2016-7485,ATP 250
2016-438,ATP 250
2016-429,ATP 250
2016-328,ATP 500
2016-337,ATP 500
2016-352,ATP Masters 1000
2016-605,Finals
2017-339,ATP 250
2017-891,ATP 250
2017-451,ATP 250
2017-338,ATP 250
2017-301,ATP 250
2017-580,Grand Slam
2017-375,ATP 250
2017-7161,ATP 250
2017-7434,ATP 250
2017-506,ATP 250
2017-402,ATP 250
2017-407,ATP 500
2017-499,ATP 250
2017-496,ATP 250
2017-6932,ATP 500
2017-807,ATP 500
2017-495,ATP 500
2017-533,ATP 250
2017-404,ATP Masters 1000
2017-403,ATP Masters 1000
2017-717,ATP 250
2017-360,ATP 250
2017-410,ATP Masters 1000
2017-425,ATP 500
2017-7648,ATP 250
2017-7290,ATP 250
2017-7163,ATP 250
2017-308,ATP 250
2017-1536,ATP Masters 1000
2017-416,ATP Masters 1000
2017-322,ATP 250
2017-7694,ATP 250
2017-520,Grand Slam
2017-440,ATP 250
2017-321,ATP 250
2017-500,ATP 500
2017-311,ATP 500
2017-7650,ATP 250
2017-741,ATP 250
2017-540,Grand Slam
2017-316,ATP 250
2017-315,ATP 250
2017-439,ATP 250
2017-6116,ATP 250
2017-314,ATP 250
2017-414,ATP 500
2017-319,ATP 250
2017-7480,ATP 250
2017-418,ATP 500
2017-421,ATP Masters 1000
2017-422,ATP Masters 1000
2017-6242,ATP 250
2017-560,Grand Slam
2017-341,ATP 250
2017-568,ATP 250
2017-7581,ATP 250
2017-6967,ATP 250
2017-747,ATP 500
2017-329,ATP 500
2017-5014,ATP Masters 1000
2017-7485,ATP 250
2017-438,ATP 250
2017-429,ATP 250
2017-328,ATP 500
2017-337,ATP 500
2017-352,ATP Masters 1000
2017-605,Finals
